rowid,hometeam,homescore,awayteam,awayscore,winnerteam,winnerhomeoraway,margin,total
1196,Rams,24,Giants,23,Rams,home,1,47
1197,Rams,21,Giants,17,Rams,home,4,38
1198,Rams,37,Giants,10,Rams,home,27,47
1199,Rams,31,Giants,27,Rams,home,4,58
1200,Rams,27,Giants,24,Rams,home,3,51
1201,Chiefs,49,Patriots,35,Chiefs,home,14,84
1202,Chiefs,21,Patriots,38,Patriots,away,-17,59
1203,Chiefs,23,Patriots,31,Patriots,away,-8,54
1204,Chiefs,34,Patriots,17,Chiefs,home,17,51
1205,Chiefs,38,Patriots,13,Chiefs,home,25,51
1206,Chiefs,45,Patriots,27,Chiefs,home,18,72
1207,Chiefs,33,Patriots,28,Chiefs,home,5,61
1208,Chiefs,17,Patriots,20,Patriots,away,-3,37
1209,Chiefs,35,Patriots,17,Chiefs,home,18,52
1210,Chiefs,28,Patriots,24,Chiefs,home,4,52
1211,Chiefs,34,Patriots,40,Patriots,away,-6,74
1212,Chiefs,23,Patriots,6,Chiefs,home,17,29
1213,Chiefs,28,Patriots,38,Patriots,away,-10,66
1214,Chiefs,7,Patriots,42,Patriots,away,-35,49
1215,Chiefs,27,Patriots,10,Chiefs,home,17,37
1216,Chiefs,13,Patriots,10,Chiefs,home,3,23
1217,Chiefs,37,Patriots,16,Chiefs,home,21,53
1218,Chiefs,30,Patriots,24,Chiefs,home,6,54
1219,Chiefs,26,Patriots,3,Chiefs,home,23,29
1220,Chiefs,30,Patriots,28,Chiefs,home,2,58
1221,Chiefs,27,Patriots,6,Chiefs,home,21,33
1222,Chiefs,51,Patriots,17,Chiefs,home,34,68
1223,Chiefs,31,Patriots,38,Patriots,away,-7,69
1224,Chiefs,41,Patriots,34,Chiefs,home,7,75
1225,Chiefs,27,Patriots,3,Chiefs,home,24,30
1226,Chiefs,14,Patriots,6,Chiefs,home,8,20
1227,Chiefs,27,Patriots,20,Chiefs,home,7,47
1228,Chiefs,38,Patriots,23,Chiefs,home,15,61
1229,Chiefs,41,Patriots,31,Chiefs,home,10,72
1230,Chiefs,31,Patriots,24,Chiefs,home,7,55
1231,Chiefs,17,Patriots,56,Patriots,away,-39,73
1232,Chiefs,23,Patriots,31,Patriots,away,-8,54
1233,Chiefs,23,Patriots,10,Chiefs,home,13,33
1234,Chiefs,35,Patriots,38,Patriots,away,-3,73
1235,Chiefs,24,Patriots,42,Patriots,away,-18,66
1236,Chiefs,23,Patriots,24,Patriots,away,-1,47
1237,Chiefs,41,Patriots,10,Chiefs,home,31,51
1238,Chiefs,24,Patriots,23,Chiefs,home,1,47
1239,Chiefs,41,Patriots,16,Chiefs,home,25,57
1240,Chiefs,7,Patriots,27,Patriots,away,-20,34
1241,Chiefs,17,Patriots,5,Chiefs,home,12,22
1242,Chiefs,29,Patriots,23,Chiefs,home,6,52
1243,Chiefs,21,Patriots,27,Patriots,away,-6,48
1244,Chiefs,34,Patriots,24,Chiefs,home,10,58
1245,Chiefs,31,Patriots,24,Chiefs,home,7,55
1246,Chiefs,17,Patriots,23,Patriots,away,-6,40
1247,Chiefs,24,Patriots,17,Chiefs,home,7,41
1248,Chiefs,17,Patriots,28,Patriots,away,-11,45
1249,Chiefs,10,Patriots,20,Patriots,away,-10,30
1250,Chiefs,41,Patriots,19,Chiefs,home,22,60
1251,Chiefs,20,Patriots,33,Patriots,away,-13,53
1252,Chiefs,30,Patriots,13,Chiefs,home,17,43
1253,Chiefs,24,Patriots,27,Patriots,away,-3,51
1254,Chiefs,26,Patriots,35,Patriots,away,-9,61
1255,Chiefs,23,Patriots,37,Patriots,away,-14,60
1256,Chiefs,37,Patriots,31,Chiefs,home,6,68
1257,Chiefs,17,Patriots,30,Patriots,away,-13,47
1258,Chiefs,38,Patriots,31,Chiefs,home,7,69
1259,Chiefs,23,Patriots,16,Chiefs,home,7,39
1260,Chiefs,22,Patriots,24,Patriots,away,-2,46
1261,Chiefs,20,Patriots,17,Chiefs,home,3,37
1262,Chiefs,28,Patriots,21,Chiefs,home,7,49
1263,Chiefs,20,Patriots,26,Patriots,away,-6,46
1264,Chiefs,16,Patriots,27,Patriots,away,-11,43
1265,Chiefs,28,Patriots,19,Chiefs,home,9,47
1266,Chiefs,7,Patriots,17,Patriots,away,-10,24
1267,Chiefs,20,Patriots,52,Patriots,away,-32,72
1268,Chiefs,24,Patriots,2,Chiefs,home,22,26
1269,Chiefs,38,Patriots,14,Chiefs,home,24,52
1270,Chiefs,27,Patriots,41,Patriots,away,-14,68
1271,Chiefs,27,Patriots,21,Chiefs,home,6,48
1272,Chiefs,20,Patriots,16,Chiefs,home,4,36
1273,Chiefs,17,Patriots,16,Chiefs,home,1,33
1274,Chiefs,41,Patriots,17,Chiefs,home,24,58
1275,Chiefs,27,Patriots,17,Chiefs,home,10,44
1276,Chiefs,27,Patriots,13,Chiefs,home,14,40
1277,Chiefs,20,Patriots,7,Chiefs,home,13,27
1278,Chiefs,16,Patriots,27,Patriots,away,-11,43
1279,Chiefs,24,Patriots,27,Patriots,away,-3,51
1280,Chiefs,10,Patriots,21,Patriots,away,-11,31
1281,Chiefs,24,Patriots,26,Patriots,away,-2,50
1282,Chiefs,17,Patriots,48,Patriots,away,-31,65
1283,Chiefs,37,Patriots,7,Chiefs,home,30,44
1284,Chiefs,34,Patriots,14,Chiefs,home,20,48
1285,Chiefs,24,Patriots,19,Chiefs,home,5,43
1286,Chiefs,34,Patriots,38,Patriots,away,-4,72
1287,Chiefs,37,Patriots,21,Chiefs,home,16,58
1288,Chiefs,27,Patriots,10,Chiefs,home,17,37
1289,Chiefs,34,Patriots,48,Patriots,away,-14,82
1290,Chiefs,56,Patriots,52,Chiefs,home,4,108
1291,Chiefs,14,Patriots,17,Patriots,away,-3,31
1292,Chiefs,13,Patriots,23,Patriots,away,-10,36
1293,Chiefs,21,Patriots,17,Chiefs,home,4,38
1294,Chiefs,29,Patriots,10,Chiefs,home,19,39
1295,Chiefs,44,Patriots,6,Chiefs,home,38,50
1296,Chiefs,21,Patriots,23,Patriots,away,-2,44
1297,Chiefs,17,Patriots,31,Patriots,away,-14,48
1298,Chiefs,20,Patriots,0,Chiefs,home,20,20
1299,Chiefs,38,Patriots,31,Chiefs,home,7,69
1300,Chiefs,34,Patriots,38,Patriots,away,-4,72
1301,Raiders,20,Bills,35,Bills,away,-15,55
1302,Raiders,45,Bills,21,Raiders,home,24,66
1303,Raiders,3,Bills,17,Bills,away,-14,20
1304,Raiders,28,Bills,41,Bills,away,-13,69
1305,Raiders,29,Bills,31,Bills,away,-2,60
1306,Raiders,37,Bills,20,Raiders,home,17,57
1307,Raiders,23,Bills,30,Bills,away,-7,53
1308,Raiders,24,Bills,28,Bills,away,-4,52
1309,Raiders,17,Bills,35,Bills,away,-18,52
1310,Raiders,17,Bills,21,Bills,away,-4,38
1311,Raiders,51,Bills,17,Raiders,home,34,68
1312,Raiders,20,Bills,13,Raiders,home,7,33
1313,Raiders,16,Bills,42,Bills,away,-26,58
1314,Raiders,20,Bills,33,Bills,away,-13,53
1315,Raiders,17,Bills,31,Bills,away,-14,48
1316,Raiders,20,Bills,34,Bills,away,-14,54
1317,Raiders,7,Bills,23,Bills,away,-16,30
1318,Raiders,21,Bills,31,Bills,away,-10,52
1319,Raiders,14,Bills,42,Bills,away,-28,56
1320,Raiders,37,Bills,21,Raiders,home,16,58
1321,Raiders,21,Bills,24,Bills,away,-3,45
1322,Raiders,14,Bills,24,Bills,away,-10,38
1323,Raiders,33,Bills,17,Raiders,home,16,50
1324,Raiders,13,Bills,40,Bills,away,-27,53
1325,Raiders,41,Bills,26,Raiders,home,15,67
1326,Raiders,10,Bills,65,Bills,away,-55,75
1327,Raiders,13,Bills,16,Bills,away,-3,29
1328,Raiders,31,Bills,24,Raiders,home,7,55
1329,Raiders,20,Bills,31,Bills,away,-11,51
1330,Raiders,24,Bills,23,Raiders,home,1,47
1331,Raiders,17,Bills,24,Bills,away,-7,41
1332,Raiders,27,Bills,35,Bills,away,-8,62
1333,Raiders,3,Bills,45,Bills,away,-42,48
1334,Raiders,17,Bills,38,Bills,away,-21,55
1335,Raiders,42,Bills,24,Raiders,home,18,66
1336,Raiders,31,Bills,16,Raiders,home,15,47
1337,Raiders,34,Bills,38,Bills,away,-4,72
1338,Raiders,28,Bills,0,Raiders,home,28,28
1339,Raiders,23,Bills,27,Bills,away,-4,50
1340,Raiders,38,Bills,21,Raiders,home,17,59
1341,Raiders,13,Bills,44,Bills,away,-31,57
1342,Raiders,44,Bills,24,Raiders,home,20,68
1343,Raiders,10,Bills,27,Bills,away,-17,37
1344,Raiders,38,Bills,28,Raiders,home,10,66
1345,Raiders,27,Bills,35,Bills,away,-8,62
1346,Raiders,20,Bills,24,Bills,away,-4,44
1347,Raiders,14,Bills,42,Bills,away,-28,56
1348,Raiders,49,Bills,20,Raiders,home,29,69
1349,Raiders,24,Bills,19,Raiders,home,5,43
1350,Raiders,10,Bills,20,Bills,away,-10,30
1351,Raiders,16,Bills,34,Bills,away,-18,50
1352,Raiders,9,Bills,21,Bills,away,-12,30
1353,Raiders,27,Bills,14,Raiders,home,13,41
1354,Raiders,31,Bills,14,Raiders,home,17,45
1355,Raiders,17,Bills,35,Bills,away,-18,52
1356,Raiders,26,Bills,31,Bills,away,-5,57
1357,Raiders,21,Bills,6,Raiders,home,15,27
1358,Raiders,28,Bills,35,Bills,away,-7,63
1359,Raiders,20,Bills,31,Bills,away,-11,51
1360,Raiders,26,Bills,17,Raiders,home,9,43
1361,Raiders,21,Bills,45,Bills,away,-24,66
1362,Raiders,19,Bills,34,Bills,away,-15,53
1363,Raiders,24,Bills,48,Bills,away,-24,72
1364,Raiders,27,Bills,24,Raiders,home,3,51
1365,Raiders,34,Bills,10,Raiders,home,24,44
1366,Raiders,27,Bills,30,Bills,away,-3,57
1367,Raiders,24,Bills,41,Bills,away,-17,65
1368,Raiders,33,Bills,16,Raiders,home,17,49
1369,Raiders,25,Bills,30,Bills,away,-5,55
1370,Raiders,34,Bills,31,Raiders,home,3,65
1371,Raiders,20,Bills,21,Bills,away,-1,41
1372,Raiders,14,Bills,24,Bills,away,-10,38
1373,Raiders,26,Bills,28,Bills,away,-2,54
1374,Raiders,21,Bills,17,Raiders,home,4,38
1375,Raiders,27,Bills,31,Bills,away,-4,58
1376,Raiders,23,Bills,27,Bills,away,-4,50
1377,Raiders,19,Bills,24,Bills,away,-5,43
1378,Raiders,27,Bills,6,Raiders,home,21,33
1379,Raiders,20,Bills,22,Bills,away,-2,42
1380,Raiders,31,Bills,13,Raiders,home,18,44
1381,Raiders,20,Bills,31,Bills,away,-11,51
1382,Raiders,38,Bills,52,Bills,away,-14,90
1383,Raiders,30,Bills,24,Raiders,home,6,54
1384,Raiders,16,Bills,17,Bills,away,-1,33
1385,Raiders,23,Bills,21,Raiders,home,2,44
1386,Raiders,29,Bills,31,Bills,away,-2,60
1387,Raiders,19,Bills,35,Bills,away,-16,54
1388,Raiders,14,Bills,17,Bills,away,-3,31
1389,Raiders,14,Bills,20,Bills,away,-6,34
1390,Raiders,30,Bills,20,Raiders,home,10,50
1391,Raiders,14,Bills,24,Bills,away,-10,38
1392,Raiders,30,Bills,35,Bills,away,-5,65
1393,Raiders,13,Bills,28,Bills,away,-15,41
1394,Raiders,24,Bills,27,Bills,away,-3,51
1395,Raiders,31,Bills,19,Raiders,home,12,50
1396,Raiders,42,Bills,24,Raiders,home,18,66
1397,Raiders,27,Bills,21,Raiders,home,6,48
1398,Raiders,30,Bills,34,Bills,away,-4,64
1399,Raiders,20,Bills,17,Raiders,home,3,37
1400,Raiders,6,Bills,31,Bills,away,-25,37
1401,49ers,37,Eagles,7,49ers,home,30,44
1402,49ers,23,Eagles,9,49ers,home,14,32
1403,49ers,41,Eagles,10,49ers,home,31,51
1404,49ers,24,Eagles,13,49ers,home,11,37
1405,49ers,38,Eagles,17,49ers,home,21,55
1406,49ers,13,Eagles,21,Eagles,away,-8,34
1407,49ers,16,Eagles,13,49ers,home,3,29
1408,49ers,55,Eagles,7,49ers,home,48,62
1409,49ers,20,Eagles,17,49ers,home,3,37
1410,49ers,31,Eagles,14,49ers,home,17,45
1411,49ers,9,Eagles,12,Eagles,away,-3,21
1412,49ers,27,Eagles,17,49ers,home,10,44
1413,49ers,27,Eagles,7,49ers,home,20,34
1414,49ers,45,Eagles,20,49ers,home,25,65
1415,49ers,19,Eagles,3,49ers,home,16,22
1416,49ers,38,Eagles,17,49ers,home,21,55
1417,49ers,13,Eagles,24,Eagles,away,-11,37
1418,49ers,31,Eagles,13,49ers,home,18,44
1419,49ers,41,Eagles,13,49ers,home,28,54
1420,49ers,37,Eagles,3,49ers,home,34,40
1421,49ers,40,Eagles,0,49ers,home,40,40
1422,49ers,24,Eagles,13,49ers,home,11,37
1423,49ers,30,Eagles,13,49ers,home,17,43
1424,49ers,24,Eagles,28,Eagles,away,-4,52
1425,49ers,27,Eagles,10,49ers,home,17,37
1426,49ers,35,Eagles,10,49ers,home,25,45
1427,49ers,33,Eagles,13,49ers,home,20,46
1428,49ers,38,Eagles,10,49ers,home,28,48
1429,49ers,29,Eagles,10,49ers,home,19,39
1430,49ers,22,Eagles,3,49ers,home,19,25
1431,49ers,48,Eagles,12,49ers,home,36,60
1432,49ers,27,Eagles,3,49ers,home,24,30
1433,49ers,44,Eagles,3,49ers,home,41,47
1434,49ers,17,Eagles,24,Eagles,away,-7,41
1435,49ers,19,Eagles,10,49ers,home,9,29
1436,49ers,58,Eagles,13,49ers,home,45,71
1437,49ers,33,Eagles,6,49ers,home,27,39
1438,49ers,21,Eagles,42,Eagles,away,-21,63
1439,49ers,16,Eagles,27,Eagles,away,-11,43
1440,49ers,41,Eagles,7,49ers,home,34,48
1441,49ers,20,Eagles,28,Eagles,away,-8,48
1442,49ers,31,Eagles,21,49ers,home,10,52
1443,49ers,31,Eagles,3,49ers,home,28,34
1444,49ers,40,Eagles,3,49ers,home,37,43
1445,49ers,10,Eagles,23,Eagles,away,-13,33
1446,49ers,41,Eagles,27,49ers,home,14,68
1447,49ers,31,Eagles,21,49ers,home,10,52
1448,49ers,23,Eagles,24,Eagles,away,-1,47
1449,49ers,19,Eagles,3,49ers,home,16,22
1450,49ers,20,Eagles,0,49ers,home,20,20
1451,49ers,21,Eagles,20,49ers,home,1,41
1452,49ers,37,Eagles,16,49ers,home,21,53
1453,49ers,20,Eagles,27,Eagles,away,-7,47
1454,49ers,34,Eagles,13,49ers,home,21,47
1455,49ers,16,Eagles,19,Eagles,away,-3,35
1456,49ers,31,Eagles,0,49ers,home,31,31
1457,49ers,20,Eagles,21,Eagles,away,-1,41
1458,49ers,44,Eagles,0,49ers,home,44,44
1459,49ers,34,Eagles,17,49ers,home,17,51
1460,49ers,22,Eagles,7,49ers,home,15,29
1461,49ers,26,Eagles,14,49ers,home,12,40
1462,49ers,35,Eagles,10,49ers,home,25,45
1463,49ers,33,Eagles,9,49ers,home,24,42
1464,49ers,35,Eagles,31,49ers,home,4,66
1465,49ers,38,Eagles,7,49ers,home,31,45
1466,49ers,28,Eagles,24,49ers,home,4,52
1467,49ers,34,Eagles,13,49ers,home,21,47
1468,49ers,20,Eagles,19,49ers,home,1,39
1469,49ers,31,Eagles,13,49ers,home,18,44
1470,49ers,24,Eagles,23,49ers,home,1,47
1471,49ers,36,Eagles,10,49ers,home,26,46
1472,49ers,10,Eagles,34,Eagles,away,-24,44
1473,49ers,17,Eagles,7,49ers,home,10,24
1474,49ers,30,Eagles,20,49ers,home,10,50
1475,49ers,37,Eagles,23,49ers,home,14,60
1476,49ers,20,Eagles,9,49ers,home,11,29
1477,49ers,33,Eagles,20,49ers,home,13,53
1478,49ers,30,Eagles,13,49ers,home,17,43
1479,49ers,20,Eagles,30,Eagles,away,-10,50
1480,49ers,22,Eagles,10,49ers,home,12,32
1481,49ers,33,Eagles,26,49ers,home,7,59
1482,49ers,17,Eagles,10,49ers,home,7,27
1483,49ers,30,Eagles,20,49ers,home,10,50
1484,49ers,26,Eagles,3,49ers,home,23,29
1485,49ers,41,Eagles,20,49ers,home,21,61
1486,49ers,20,Eagles,10,49ers,home,10,30
1487,49ers,27,Eagles,10,49ers,home,17,37
1488,49ers,13,Eagles,3,49ers,home,10,16
1489,49ers,49,Eagles,14,49ers,home,35,63
1490,49ers,21,Eagles,6,49ers,home,15,27
1491,49ers,19,Eagles,3,49ers,home,16,22
1492,49ers,24,Eagles,13,49ers,home,11,37
1493,49ers,19,Eagles,10,49ers,home,9,29
1494,49ers,39,Eagles,7,49ers,home,32,46
1495,49ers,23,Eagles,16,49ers,home,7,39
1496,49ers,30,Eagles,16,49ers,home,14,46
1497,49ers,34,Eagles,17,49ers,home,17,51
1498,49ers,33,Eagles,0,49ers,home,33,33
1499,49ers,20,Eagles,13,49ers,home,7,33
1500,49ers,16,Eagles,7,49ers,home,9,23
1501,Packers,55,Falcons,14,Packers,home,41,69
1502,Packers,34,Falcons,14,Packers,home,20,48
1503,Packers,31,Falcons,21,Packers,home,10,52
1504,Packers,44,Falcons,28,Packers,home,16,72
1505,Packers,20,Falcons,31,Falcons,away,-11,51
1506,Packers,41,Falcons,21,Packers,home,20,62
1507,Packers,51,Falcons,7,Packers,home,44,58
1508,Packers,30,Falcons,17,Packers,home,13,47
1509,Packers,34,Falcons,14,Packers,home,20,48
1510,Packers,41,Falcons,7,Packers,home,34,48
1511,Packers,48,Falcons,7,Packers,home,41,55
1512,Packers,24,Falcons,13,Packers,home,11,37
1513,Packers,21,Falcons,27,Falcons,away,-6,48
1514,Packers,30,Falcons,17,Packers,home,13,47
1515,Packers,38,Falcons,21,Packers,home,17,59
1516,Packers,48,Falcons,45,Packers,home,3,93
1517,Packers,34,Falcons,38,Falcons,away,-4,72
1518,Packers,38,Falcons,42,Falcons,away,-4,80
1519,Packers,31,Falcons,21,Packers,home,10,52
1520,Packers,48,Falcons,21,Packers,home,27,69
1521,Packers,45,Falcons,24,Packers,home,21,69
1522,Packers,51,Falcons,10,Packers,home,41,61
1523,Packers,56,Falcons,24,Packers,home,32,80
1524,Packers,38,Falcons,14,Packers,home,24,52
1525,Packers,16,Falcons,31,Falcons,away,-15,47
1526,Packers,30,Falcons,35,Falcons,away,-5,65
1527,Packers,51,Falcons,24,Packers,home,27,75
1528,Packers,35,Falcons,7,Packers,home,28,42
1529,Packers,38,Falcons,24,Packers,home,14,62
1530,Packers,24,Falcons,17,Packers,home,7,41
1531,Packers,26,Falcons,17,Packers,home,9,43
1532,Packers,47,Falcons,7,Packers,home,40,54
1533,Packers,37,Falcons,42,Falcons,away,-5,79
1534,Packers,27,Falcons,34,Falcons,away,-7,61
1535,Packers,24,Falcons,20,Packers,home,4,44
1536,Packers,52,Falcons,17,Packers,home,35,69
1537,Packers,40,Falcons,20,Packers,home,20,60
1538,Packers,38,Falcons,10,Packers,home,28,48
1539,Packers,51,Falcons,35,Packers,home,16,86
1540,Packers,38,Falcons,24,Packers,home,14,62
1541,Packers,38,Falcons,42,Falcons,away,-4,80
1542,Packers,27,Falcons,31,Falcons,away,-4,58
1543,Packers,47,Falcons,28,Packers,home,19,75
1544,Packers,47,Falcons,14,Packers,home,33,61
1545,Packers,49,Falcons,0,Packers,home,49,49
1546,Packers,52,Falcons,24,Packers,home,28,76
1547,Packers,51,Falcons,14,Packers,home,37,65
1548,Packers,37,Falcons,7,Packers,home,30,44
1549,Packers,61,Falcons,31,Packers,home,30,92
1550,Packers,33,Falcons,0,Packers,home,33,33
1551,Packers,16,Falcons,35,Falcons,away,-19,51
1552,Packers,34,Falcons,56,Falcons,away,-22,90
1553,Packers,40,Falcons,10,Packers,home,30,50
1554,Packers,26,Falcons,31,Falcons,away,-5,57
1555,Packers,50,Falcons,10,Packers,home,40,60
1556,Packers,23,Falcons,21,Packers,home,2,44
1557,Packers,45,Falcons,24,Packers,home,21,69
1558,Packers,13,Falcons,16,Falcons,away,-3,29
1559,Packers,34,Falcons,24,Packers,home,10,58
1560,Packers,27,Falcons,17,Packers,home,10,44
1561,Packers,38,Falcons,7,Packers,home,31,45
1562,Packers,31,Falcons,20,Packers,home,11,51
1563,Packers,34,Falcons,14,Packers,home,20,48
1564,Packers,37,Falcons,14,Packers,home,23,51
1565,Packers,32,Falcons,14,Packers,home,18,46
1566,Packers,51,Falcons,10,Packers,home,41,61
1567,Packers,52,Falcons,14,Packers,home,38,66
1568,Packers,31,Falcons,14,Packers,home,17,45
1569,Packers,34,Falcons,21,Packers,home,13,55
1570,Packers,30,Falcons,21,Packers,home,9,51
1571,Packers,23,Falcons,21,Packers,home,2,44
1572,Packers,37,Falcons,31,Packers,home,6,68
1573,Packers,48,Falcons,28,Packers,home,20,76
1574,Packers,31,Falcons,17,Packers,home,14,48
1575,Packers,41,Falcons,21,Packers,home,20,62
1576,Packers,37,Falcons,35,Packers,home,2,72
1577,Packers,23,Falcons,28,Falcons,away,-5,51
1578,Packers,31,Falcons,24,Packers,home,7,55
1579,Packers,44,Falcons,14,Packers,home,30,58
1580,Packers,47,Falcons,14,Packers,home,33,61
1581,Packers,20,Falcons,24,Falcons,away,-4,44
1582,Packers,31,Falcons,7,Packers,home,24,38
1583,Packers,34,Falcons,31,Packers,home,3,65
1584,Packers,36,Falcons,24,Packers,home,12,60
1585,Packers,55,Falcons,17,Packers,home,38,72
1586,Packers,16,Falcons,10,Packers,home,6,26
1587,Packers,31,Falcons,24,Packers,home,7,55
1588,Packers,34,Falcons,3,Packers,home,31,37
1589,Packers,27,Falcons,52,Falcons,away,-25,79
1590,Packers,23,Falcons,35,Falcons,away,-12,58
1591,Packers,16,Falcons,31,Falcons,away,-15,47
1592,Packers,48,Falcons,56,Falcons,away,-8,104
1593,Packers,27,Falcons,20,Packers,home,7,47
1594,Packers,51,Falcons,21,Packers,home,30,72
1595,Packers,20,Falcons,24,Falcons,away,-4,44
1596,Packers,31,Falcons,30,Packers,home,1,61
1597,Packers,69,Falcons,7,Packers,home,62,76
1598,Packers,45,Falcons,28,Packers,home,17,73
1599,Packers,38,Falcons,10,Packers,home,28,48
1600,Packers,48,Falcons,14,Packers,home,34,62
